place_name,activity,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment
Wilpattu National Park,Scenic drive,3,1,2,6,positive
Wilpattu National Park,Shopping,0,1,3,4,neutral
Wilpattu National Park,Souvenir shopping,0,1,0,1,negative
Wilpattu National Park,Spa treatment,1,0,0,1,positive
Wilpattu National Park,Sunrise watching,0,0,1,1,neutral
Wilpattu National Park,Sunset watching,4,1,0,5,positive
Wilpattu National Park,Swimming,0,0,1,1,neutral
Wilpattu National Park,Viewpoint visit,1,0,0,1,positive
Wilpattu National Park,Waterfall visit,0,0,1,1,neutral
Wilpattu National Park,Whale watching,0,0,1,1,neutral
Wilpattu National Park,Wildlife watching,10,0,8,18,positive
Wolvendaal Church,Fort visit,1,0,0,1,positive
Wolvendaal Church,Heritage exploration,0,0,1,1,neutral
Wolvendaal Church,Museum visit,0,0,1,1,neutral
Wolvendaal Church,Photography,3,0,2,5,positive
Wolvendaal Church,Relaxing,2,0,0,2,positive
Wolvendaal Church,Religious visit,56,2,53,111,positive
Yala National Park,Beach walking,0,0,1,1,neutral
Yala National Park,Camping,0,0,1,1,neutral
Yala National Park,Diving,0,0,1,1,neutral
Yala National Park,Elephant watching,1,0,5,6,neutral
Yala National Park,Fishing,0,0,1,1,neutral
Yala National Park,Jeep safari,2,0,0,2,positive
Yala National Park,Leopard watching,1,2,0,3,negative
Yala National Park,Photography,1,0,0,1,positive
Yala National Park,Relaxing,3,0,2,5,positive
Yala National Park,Ruins exploration,2,0,0,2,positive
Yala National Park,Safari,19,10,34,63,neutral
Yala National Park,Scenic drive,2,0,1,3,positive
Yala National Park,Swimming,0,0,2,2,neutral
Yala National Park,Wildlife watching,1,0,0,1,positive
Yapahuwa Rock Fortress,Ancient city visit,1,0,2,3,neutral
Yapahuwa Rock Fortress,Ayurveda wellness,0,0,1,1,neutral
Yapahuwa Rock Fortress,Bird watching,1,0,0,1,positive
Yapahuwa Rock Fortress,Cycling,0,0,1,1,neutral
Yapahuwa Rock Fortress,Heritage exploration,2,0,0,2,positive
Yapahuwa Rock Fortress,Hiking,6,0,1,7,positive
Yapahuwa Rock Fortress,Meditation,0,0,1,1,neutral
Yapahuwa Rock Fortress,Mountain climbing,0,0,1,1,neutral
Yapahuwa Rock Fortress,Museum visit,2,0,5,7,neutral
Yapahuwa Rock Fortress,Photography,3,2,4,9,neutral
Yapahuwa Rock Fortress,Relaxing,1,1,0,2,positive
Yapahuwa Rock Fortress,Religious visit,1,0,2,3,neutral
Yapahuwa Rock Fortress,Rock climbing,1,0,0,1,positive
Yapahuwa Rock Fortress,Ruins exploration,2,0,4,6,neutral
Yapahuwa Rock Fortress,Temple visit,2,0,2,4,positive
Yapahuwa Rock Fortress,Trekking,1,0,0,1,positive
