,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
St Lucia's Cathedral,100.33,195.96,159.83,113.2,214.44,34.38,318.01,112.39,172.6,174.8,311.02,10.51,84.32,225.66,76.86,76.28,220.94,411.45,114.8,155.21,3.3,5.27,194.19,147.13,11.65,208.28,127.89,199.28,10.34,168.43,225.45,130.76,343.3,160.29,207.72,107.56,257.89,289.72,213.4,130.76,4.92,6.23,131.0,156.0,4.52,147.11,189.71,155.39,161.66,138.48,27.92,119.96,179.79,178.41,182.61,173.35,5.64,191.67,391.69,391.29,2.26,129.27,192.74,151.61,141.79,211.17,44.29,83.49,113.72,113.44,253.62,262.39,198.83,408.92,8.05,213.15,267.51,152.75,140.34,93.01,361.76,106.76,197.75,206.82,192.48,157.69,264.2,108.86,284.13,100.49,245.21,254.11,159.57,206.99,183.91,154.26,159.24,193.83,14.03,186.37,25.83,424.71,142.84,389.05,37.98,35.9,390.79,265.04,206.69,3.83,284.99,158.34,2.77,168.17,166.0,84.71,169.09,161.79,213.66,151.3,214.06,206.45,47.6,109.83,190.34,107.1,193.93,195.4,221.29,140.35,131.45,4.76,118.41,270.98,165.44,154.75,136.49,277.57,237.24,136.83,186.33,132.17,0.0,0.63,214.78,113.46,256.64,256.27,198.81,189.49,178.35,130.15,255.76,154.59,4.24,136.51,176.54,165.14,149.64,181.55,163.46,245.46,1.46,295.07,136.37
St. Mary's Church,100.47,196.11,159.97,113.34,214.58,34.52,318.15,112.53,172.74,174.94,311.16,10.65,84.46,225.8,77.0,76.42,221.08,411.59,114.94,155.35,3.45,5.42,194.33,147.27,11.79,208.42,128.03,199.42,10.48,168.57,225.59,130.9,343.44,160.43,207.86,107.7,258.03,289.86,213.54,130.9,4.21,5.52,131.14,156.15,5.12,147.25,189.85,155.53,161.8,138.62,28.06,120.1,179.93,178.55,182.75,173.49,5.78,191.81,391.83,391.43,1.65,129.41,192.88,151.75,141.93,211.31,44.43,83.63,113.86,113.58,253.76,262.53,198.97,409.06,8.19,213.29,267.65,152.89,140.48,93.15,361.9,106.9,197.9,206.96,192.62,157.83,264.34,109.0,284.27,100.63,245.35,254.25,159.71,207.14,184.06,154.4,159.38,193.97,14.17,186.51,25.97,424.85,142.98,389.19,38.12,36.04,390.93,265.18,206.83,3.13,285.13,158.48,2.16,168.31,166.14,84.85,169.23,161.93,213.8,151.44,214.2,206.59,47.74,109.97,190.48,107.24,194.08,195.54,221.43,140.5,131.59,5.24,118.55,271.12,165.58,154.89,136.63,277.71,237.38,136.97,186.47,132.31,0.64,0.0,214.92,113.6,256.78,256.41,198.95,189.63,178.49,130.29,255.9,154.73,4.38,136.65,176.68,165.28,149.78,181.69,163.6,245.6,0.63,295.21,136.51
Statue of Parakramabahu I,199.56,105.83,192.66,163.28,1.1,199.18,207.99,138.44,229.21,205.1,97.85,226.08,277.05,149.96,233.81,269.01,203.84,301.81,145.26,347.95,220.5,222.47,104.3,69.03,227.49,160.84,202.34,208.13,220.19,361.17,143.29,323.49,233.66,267.81,170.16,151.35,109.82,155.23,4.44,323.49,222.32,223.63,323.74,182.64,221.71,234.3,308.39,184.34,190.77,331.21,195.48,312.69,372.52,209.51,315.33,46.69,222.51,103.36,282.05,281.65,219.66,322.0,103.92,344.34,334.53,297.23,253.13,276.22,138.91,138.63,105.54,229.47,40.26,299.28,209.6,4.19,252.71,159.6,333.07,285.74,251.74,207.32,186.09,169.25,103.67,181.7,231.9,301.59,70.96,249.14,184.71,106.03,352.3,97.36,40.47,346.99,185.74,100.05,231.0,302.69,198.71,315.07,92.05,279.41,203.58,201.5,281.15,116.97,169.12,221.23,71.82,179.42,220.18,53.25,180.14,145.47,86.0,354.53,1.73,70.95,3.02,168.88,256.44,117.04,63.69,142.76,105.12,104.81,6.51,333.09,324.18,221.95,311.14,84.8,54.05,183.95,291.13,240.4,36.54,224.01,186.04,207.95,218.76,218.87,0.0,138.22,108.57,108.2,305.74,104.36,268.54,322.88,107.68,183.04,221.43,329.25,45.88,357.87,342.37,374.28,356.19,166.97,218.86,257.9,120.75
Temple of the Sacred Tooth Relic,63.45,139.19,83.6,27.17,138.16,117.51,211.06,1.52,135.64,123.43,177.65,120.53,176.07,118.07,125.46,168.02,171.14,335.17,8.19,246.96,114.95,116.92,137.65,70.37,121.94,128.95,66.23,148.0,119.2,260.18,111.4,222.5,267.02,200.59,138.27,15.24,181.61,176.26,137.12,222.5,116.77,118.08,222.75,74.79,116.16,98.19,281.45,75.87,82.13,230.23,94.49,211.7,271.53,102.18,274.36,97.06,116.96,136.72,315.4,315.01,114.12,221.01,137.28,243.36,233.54,247.69,152.14,175.23,1.3,1.02,177.34,218.04,122.55,332.63,108.61,136.86,235.86,39.29,232.08,184.76,254.81,71.21,133.93,137.37,137.03,75.95,199.2,200.6,115.47,140.79,184.06,177.83,251.31,130.71,107.63,246.0,79.72,133.41,125.46,278.11,117.04,348.43,49.2,312.77,121.91,119.83,314.51,188.76,137.23,115.69,187.3,76.47,114.63,91.89,84.13,40.45,54.75,253.54,137.38,73.16,137.78,137.0,155.45,48.17,114.06,6.65,138.48,138.16,145.01,232.1,223.19,116.41,210.15,194.7,89.16,74.48,182.78,228.97,160.96,87.9,117.47,71.84,113.21,113.32,138.5,0.0,180.36,179.99,290.56,137.72,218.65,221.89,179.47,73.58,115.88,228.26,98.4,256.89,241.39,273.3,255.2,200.33,113.31,246.48,94.68
Trincomalee Beach,241.49,106.33,261.64,205.2,108.26,241.11,248.22,180.37,313.67,316.07,138.07,268.0,318.98,260.93,275.74,310.94,295.71,253.45,187.19,389.87,262.42,264.39,104.79,110.95,269.41,271.81,244.26,300.0,262.12,403.09,254.26,365.42,185.3,350.86,281.13,193.27,7.13,224.65,107.22,365.42,264.24,265.55,365.66,252.83,263.63,276.22,424.37,253.91,260.17,373.14,237.41,354.62,414.44,280.22,417.27,83.36,264.44,106.96,233.68,233.28,261.59,363.92,107.52,386.27,376.45,445.82,295.05,318.14,180.83,180.56,7.49,321.34,83.58,250.91,251.52,106.96,344.58,201.53,374.99,327.67,291.97,249.25,297.06,282.39,107.27,253.99,323.77,343.51,177.94,291.06,276.58,18.37,394.22,91.5,99.12,388.91,257.76,107.95,272.93,421.02,240.63,266.71,133.97,231.05,245.5,243.43,232.79,12.08,280.09,263.16,112.04,254.5,262.1,97.41,262.17,187.39,174.67,396.45,107.47,112.88,107.88,279.85,298.37,158.96,105.61,184.69,105.08,105.3,115.11,375.01,366.1,263.88,353.06,43.35,98.21,252.52,333.06,332.27,109.3,265.94,297.01,249.88,260.68,260.79,108.6,180.14,0.0,1.03,433.47,108.53,368.92,364.81,2.2,251.62,263.35,371.17,138.12,399.8,384.3,416.21,398.12,167.25,260.79,349.78,162.67
Trincomalee War Cemetery,241.1,105.94,261.25,204.81,107.86,240.72,247.82,179.97,313.28,315.68,137.68,267.61,318.59,260.53,275.35,310.54,295.32,253.06,186.8,389.48,262.03,264.0,104.4,110.56,269.02,271.42,243.87,299.61,261.72,402.7,253.87,365.02,184.91,350.47,280.73,192.88,7.6,224.25,106.82,365.02,263.85,265.16,365.27,252.43,263.24,275.83,423.97,253.51,259.78,372.75,237.01,354.22,414.05,279.83,416.88,82.97,264.04,106.57,233.3,232.9,261.2,363.53,107.13,385.88,376.06,445.43,294.66,317.75,180.44,180.17,7.1,320.95,83.19,250.52,251.13,106.57,344.19,201.14,374.6,327.28,291.57,248.86,296.67,282.0,106.88,253.59,323.38,343.12,177.55,290.67,276.19,17.98,393.83,91.11,98.73,388.52,257.37,107.56,272.54,420.63,240.24,266.32,133.58,230.66,245.11,243.03,232.4,11.05,279.7,262.77,111.65,254.11,261.71,97.02,261.78,187.0,174.28,396.06,107.08,112.48,107.48,279.46,297.97,158.57,105.22,184.3,104.69,104.91,114.72,374.62,365.71,263.49,352.67,42.96,97.82,252.13,332.67,331.88,108.9,265.55,296.62,249.49,260.29,260.4,108.21,179.75,1.03,0.0,433.08,108.14,368.53,364.41,2.67,251.23,262.96,370.78,137.72,399.41,383.91,415.82,397.72,166.86,260.39,349.38,162.28
Turtle Conservation Project Turtle Watch,178.33,382.37,197.79,215.08,304.86,221.91,216.5,287.88,135.6,137.8,285.49,184.6,135.76,162.67,137.29,134.82,109.98,586.94,290.29,60.88,191.5,186.07,380.59,322.62,180.57,145.29,173.55,123.73,185.83,42.55,162.47,83.69,518.79,61.98,134.94,283.05,433.38,224.0,308.69,83.69,188.43,187.85,83.94,194.69,187.25,176.95,14.18,193.07,186.79,67.62,204.72,104.11,25.91,186.61,23.62,348.83,185.49,378.08,567.17,566.78,197.58,82.2,379.14,62.89,69.4,20.87,148.4,134.93,289.21,288.93,429.11,88.24,374.32,584.4,189.4,308.44,77.79,328.24,69.48,125.9,260.25,177.9,167.77,140.32,378.89,197.9,90.06,116.66,248.78,125.48,143.71,429.6,53.11,382.48,359.4,61.61,194.18,385.18,180.88,26.45,213.35,600.2,318.33,564.54,225.5,223.43,566.28,440.53,140.19,189.32,295.14,198.55,191.92,343.66,206.22,260.2,275.37,55.33,305.98,326.79,307.26,139.96,148.5,285.32,365.83,282.59,380.34,381.81,309.42,73.8,84.38,187.36,105.72,356.29,340.93,195.54,117.05,103.43,338.09,174.47,156.35,177.83,196.67,196.79,305.84,288.95,432.13,431.76,0.0,375.9,80.04,83.08,431.24,195.38,190.58,97.4,280.63,46.19,60.92,25.06,57.0,432.98,196.78,120.93,322.78
Twin Baths (Kuttam Pokuna),198.9,8.77,219.05,162.61,104.09,171.64,310.81,137.77,306.67,273.48,200.67,196.71,262.47,218.34,219.23,254.43,271.41,216.29,144.6,333.36,191.13,193.1,6.99,68.36,198.12,229.22,201.67,275.09,196.55,346.58,211.67,308.91,148.13,294.36,238.54,156.05,112.16,258.05,103.05,308.91,192.95,194.26,309.15,210.23,192.34,233.63,367.86,211.31,217.58,316.63,166.69,298.11,357.93,237.63,360.76,63.0,193.14,4.98,196.52,196.12,190.3,307.41,5.54,329.76,319.94,389.31,238.54,261.64,138.24,137.97,101.07,306.9,88.48,213.75,195.01,102.8,336.13,158.94,318.48,271.16,354.56,206.66,254.47,237.63,5.29,211.4,299.47,287.0,173.78,234.55,262.14,119.8,337.72,17.05,73.56,332.4,215.17,3.49,201.64,364.51,169.34,229.55,91.38,193.88,167.89,172.04,195.63,114.48,237.5,191.86,174.64,211.91,190.81,71.85,219.58,135.42,132.08,339.94,103.31,70.29,103.71,237.26,241.86,116.37,57.16,142.1,6.74,8.24,110.94,318.5,309.59,192.59,296.55,144.78,72.65,209.93,276.55,317.83,126.89,223.35,254.42,207.29,189.39,189.5,104.43,137.55,108.55,108.16,376.96,0.0,312.41,308.3,108.89,209.03,192.06,314.66,95.53,343.29,327.79,359.7,341.61,68.59,189.49,335.33,69.27
Udawalawe National Park,140.82,320.15,160.42,177.58,267.49,203.85,179.13,218.26,98.09,100.29,248.12,164.78,193.35,125.3,99.78,192.41,72.61,524.71,220.67,118.46,173.44,168.0,318.37,260.39,162.5,107.92,136.05,86.36,167.77,107.06,125.09,141.28,456.56,18.69,97.56,182.27,371.15,186.62,271.32,141.28,170.36,169.78,141.52,157.32,169.18,139.44,82.69,155.7,149.42,125.21,167.0,161.7,93.07,142.08,89.63,286.61,167.42,315.85,504.95,504.55,179.52,139.78,316.92,120.47,126.98,71.52,158.96,192.51,219.59,219.31,366.88,72.43,312.09,522.18,171.34,271.06,77.55,248.94,127.06,183.48,222.88,140.39,123.24,102.95,316.67,160.53,52.69,174.24,211.41,87.98,106.33,367.37,110.69,320.26,297.18,119.19,156.81,322.95,162.81,62.52,195.29,537.97,256.1,502.31,207.44,205.37,504.05,378.31,102.82,171.25,257.77,161.18,173.86,281.43,168.84,190.58,238.0,112.91,268.6,264.57,269.89,102.58,162.27,223.1,303.6,212.97,318.12,319.58,272.05,131.38,141.96,169.29,163.3,318.92,278.7,158.17,79.55,87.61,300.72,136.96,111.82,140.33,178.61,178.73,268.47,219.33,369.9,369.53,80.04,313.67,0.0,140.67,369.02,158.0,169.12,129.29,243.25,103.77,118.5,91.07,114.58,372.56,178.72,105.11,260.56
Unawatuna Beach,200.84,315.53,258.99,221.85,323.09,155.07,277.7,221.04,196.8,199.0,346.69,117.76,68.92,223.87,146.08,67.98,171.18,520.1,223.45,30.39,124.66,119.23,313.75,255.78,113.73,206.49,228.39,184.93,118.99,55.49,223.66,6.98,451.95,123.18,196.13,216.21,366.54,285.19,322.05,6.98,121.59,121.01,7.22,255.89,120.41,247.61,76.76,254.27,247.99,18.09,137.88,24.36,66.84,247.8,69.67,281.99,118.65,311.24,500.34,499.94,130.74,4.34,312.3,21.32,13.62,98.22,81.57,68.09,222.37,222.09,362.27,149.44,307.48,517.56,122.56,321.8,154.56,261.4,17.58,59.06,321.45,207.26,228.97,201.52,312.05,259.1,151.26,49.82,309.98,152.05,204.91,362.76,46.62,315.64,292.56,29.43,255.38,318.34,114.04,73.42,146.51,533.36,251.49,497.7,158.66,156.59,499.44,373.69,201.39,122.48,356.34,259.75,125.08,276.82,267.41,193.36,277.74,38.02,322.31,259.95,322.71,201.15,81.66,218.48,298.99,215.75,313.5,314.97,329.94,12.18,7.66,120.52,27.24,379.63,274.09,256.74,133.04,164.62,345.89,237.33,217.54,232.67,129.84,129.95,323.43,222.11,365.29,364.92,85.86,309.06,141.24,0.0,364.4,256.58,123.75,54.06,285.19,52.19,22.72,68.6,36.08,366.14,129.94,182.12,255.94
Uppuveli Beach,240.6,106.67,260.75,204.32,107.37,240.22,247.33,179.48,312.79,315.19,137.19,267.12,318.09,260.04,274.85,310.05,294.83,253.79,186.3,388.99,261.54,263.51,105.14,110.07,268.53,270.93,243.38,299.12,261.23,402.21,253.38,364.53,185.64,349.98,280.24,192.39,4.48,223.76,106.33,364.53,263.36,264.67,364.78,251.94,262.75,275.34,423.48,253.02,259.29,372.25,236.52,353.73,413.56,279.33,416.39,82.48,263.55,107.31,234.03,233.63,260.7,363.04,107.87,385.38,375.56,444.94,294.17,317.26,179.95,179.67,7.83,320.46,82.7,251.26,250.64,106.08,343.7,200.64,374.11,326.78,291.08,248.36,296.18,281.51,107.61,253.1,322.89,342.63,177.06,290.18,275.7,17.49,393.34,91.84,98.24,388.03,256.87,108.3,272.04,420.14,239.75,267.06,133.08,231.39,244.62,242.54,233.14,13.73,279.21,262.27,111.16,253.62,261.21,96.53,261.28,186.51,173.79,395.56,106.59,111.99,106.99,278.97,297.48,158.08,104.73,183.8,105.43,105.64,114.22,374.13,365.22,262.99,352.18,42.46,97.32,251.64,332.17,331.39,108.41,265.05,296.12,248.99,259.8,259.91,107.71,179.25,2.21,2.68,432.58,108.88,368.04,363.92,0.0,250.73,262.47,370.29,137.23,398.91,383.41,415.32,397.23,167.59,259.9,348.89,161.79
Victoria Park of Nuwara Eliya,63.17,210.43,10.06,59.94,182.03,157.4,184.69,72.73,92.13,49.89,191.38,153.83,209.38,53.65,140.95,201.34,93.29,406.41,75.15,233.61,155.81,157.63,208.89,141.6,158.97,59.37,28.03,74.45,152.55,222.22,59.55,256.43,338.25,135.57,60.41,62.86,252.85,177.06,185.86,256.43,159.89,157.95,256.67,2.07,156.15,71.28,197.84,2.32,8.59,240.36,140.79,245.02,208.22,28.64,204.78,168.3,156.94,207.96,386.64,386.24,157.24,254.94,208.52,235.62,242.13,186.68,185.45,208.55,74.06,73.78,248.57,151.24,193.78,403.87,149.05,185.61,158.01,113.1,242.22,218.07,228.44,66.17,60.38,59.51,208.26,3.57,121.35,233.91,129.19,137.7,117.56,249.06,225.84,201.95,178.87,234.35,6.18,204.65,160.0,192.14,154.45,419.67,120.44,384.0,161.8,159.72,385.75,260.0,59.38,158.81,201.03,4.22,156.02,163.13,11.89,90.77,125.99,228.07,183.15,144.4,184.44,59.14,188.77,114.5,185.3,67.44,209.72,209.4,186.59,246.53,257.12,156.4,243.46,262.18,160.4,0.94,159.03,162.18,215.26,68.8,43.93,24.74,156.33,156.45,183.01,73.81,251.6,251.23,195.19,208.96,157.99,255.82,250.71,0.0,155.4,261.57,161.04,218.92,233.66,206.22,229.73,273.01,156.44,179.68,161.01
Viharamahadevi Park,101.66,199.47,161.15,116.71,217.94,37.89,308.58,115.89,163.17,165.37,314.52,8.27,74.89,216.23,78.18,66.85,211.51,414.96,118.31,145.78,2.39,1.04,197.69,150.63,8.38,198.85,129.21,189.85,8.11,159.0,216.02,121.33,346.8,150.86,198.29,111.07,261.4,316.07,216.9,121.33,3.12,2.55,121.58,157.33,0.75,148.44,180.28,156.71,162.98,129.05,31.43,110.53,170.36,179.73,173.18,176.85,2.38,195.18,395.19,394.79,4.3,119.84,196.24,142.18,132.36,201.74,40.69,74.06,117.22,116.95,257.12,252.96,202.33,412.42,11.56,216.65,258.08,156.26,130.91,83.58,352.33,108.09,188.33,197.39,195.99,159.01,254.77,99.43,287.63,91.06,235.78,257.61,150.14,210.5,187.42,144.83,160.57,197.34,10.43,176.94,29.34,428.22,146.34,392.56,41.48,39.41,394.3,268.55,197.26,3.4,288.49,159.66,3.29,171.68,167.33,88.22,172.59,152.36,217.16,154.81,217.56,197.02,44.0,113.34,193.85,110.61,197.44,198.9,224.8,130.93,122.02,0.99,108.98,274.49,168.95,156.08,127.07,268.14,240.75,138.15,176.9,133.49,4.99,5.06,218.29,116.97,260.15,259.78,189.38,192.99,168.92,120.72,259.26,155.91,0.0,127.08,180.05,155.71,140.21,172.12,154.03,248.96,4.06,285.64,139.88
Visit Kanneliya Rain Forest,207.49,322.19,266.98,228.5,329.74,161.72,282.75,227.69,184.55,186.75,351.74,124.41,75.58,228.92,152.73,74.64,176.23,526.75,230.11,55.51,131.32,125.88,320.41,262.43,120.39,211.54,235.05,189.98,125.65,59.24,228.71,54.74,458.6,111.25,201.18,222.87,373.19,290.24,328.7,54.74,128.24,127.66,54.99,263.16,127.06,254.27,81.81,262.55,231.53,42.04,144.54,43.93,73.98,228.54,74.72,288.65,125.31,317.89,506.99,506.59,137.4,53.25,318.96,49.39,46.24,103.27,88.22,74.74,229.02,228.74,368.92,154.49,314.13,524.22,129.21,328.45,159.61,268.06,43.9,65.71,326.5,213.92,209.71,206.57,318.71,264.84,156.31,56.47,315.03,100.45,209.96,369.41,50.37,322.3,299.22,54.55,266.4,324.99,120.7,78.47,153.17,540.01,258.14,504.35,165.32,163.24,506.09,380.35,206.44,129.14,361.39,265.5,131.74,283.47,273.16,200.01,284.39,52.59,328.96,266.61,329.36,206.2,88.32,225.14,305.64,222.4,320.16,321.62,336.59,64.34,40.85,127.18,45.53,386.28,280.74,261.91,90.44,169.67,352.55,243.98,198.28,239.33,136.49,136.6,330.08,228.76,371.94,371.57,90.91,315.71,129.31,54.13,371.06,261.74,130.4,0.0,291.85,55.94,47.43,75.74,54.26,372.8,136.59,187.18,262.6
Wasgamuwa National Park,159.52,96.94,169.91,123.24,45.55,160.97,207.47,98.4,206.47,182.36,142.13,187.86,238.84,127.21,195.6,230.8,180.28,292.92,105.22,309.73,182.28,184.25,95.41,29.62,189.27,138.1,162.3,183.96,181.98,322.95,120.55,285.28,224.77,244.25,147.41,111.31,139.36,174.74,44.51,285.28,184.11,185.42,285.52,159.9,183.5,194.26,344.23,161.6,168.02,293.0,157.27,274.48,334.31,186.76,337.13,54.82,184.3,94.47,273.16,272.76,181.45,283.79,95.03,306.13,296.31,273.67,214.92,238.01,98.87,98.59,135.09,215.78,59.78,290.39,171.39,44.26,245.0,88.07,294.86,247.53,251.22,167.28,163.35,146.51,94.78,158.96,208.34,263.38,115.24,210.93,171.02,135.58,314.09,88.47,65.39,308.78,162.99,91.16,192.79,340.89,160.5,306.18,52.0,270.52,165.36,163.29,272.26,146.52,146.38,183.02,116.1,156.68,181.96,49.64,157.39,107.26,40.96,316.31,44.77,25.24,45.17,146.14,218.23,78.83,71.81,102.72,96.23,95.91,36.44,294.88,285.97,183.74,272.93,152.45,46.91,161.2,252.92,226.71,72.64,183.97,163.29,167.91,180.55,180.66,45.89,98.17,138.11,137.74,282.19,95.47,244.99,284.67,137.23,160.3,183.22,291.03,0.0,319.66,304.16,336.07,317.98,158.08,180.65,244.21,88.01
Weherahena Buddhist Temple,233.07,347.77,221.54,254.08,355.32,187.3,240.25,253.27,159.35,161.55,309.24,150.0,101.16,186.42,161.03,100.22,133.73,552.34,255.69,13.44,156.9,151.47,345.99,288.01,145.97,169.04,197.3,147.48,151.23,6.37,186.21,49.09,484.18,85.73,158.68,248.45,398.78,247.74,354.28,49.09,153.82,153.24,49.33,218.44,152.64,200.69,29.41,216.82,210.54,33.02,170.12,69.51,17.43,210.35,22.57,314.23,150.89,343.47,532.57,532.17,162.98,47.6,344.54,23.03,29.97,60.77,113.8,100.33,254.6,254.33,394.5,111.99,339.71,549.8,154.79,354.03,117.11,293.64,34.88,91.29,284.0,201.64,191.52,164.07,344.29,221.65,113.81,82.05,272.53,149.23,167.46,394.99,5.72,347.88,324.8,14.18,217.93,350.58,146.28,35.97,178.75,565.6,283.72,529.93,190.9,188.82,531.68,405.93,163.94,154.72,318.89,222.3,157.32,309.06,229.96,225.59,309.97,7.9,354.54,292.19,354.94,163.7,113.9,250.72,331.23,247.99,345.74,347.2,362.18,33.9,49.78,152.76,71.11,411.87,306.33,219.29,140.8,127.17,378.13,198.22,180.09,201.58,162.07,162.18,355.67,254.35,397.53,397.16,42.67,341.29,103.79,48.48,396.64,219.13,155.98,56.0,317.43,0.0,20.88,19.2,9.56,398.38,162.17,144.68,288.18
Weligama Beach,220.61,335.3,238.83,241.62,342.86,174.84,257.55,240.8,176.64,178.84,326.53,137.53,88.69,203.72,165.85,87.75,151.03,539.87,243.22,7.67,144.43,139.0,333.52,275.54,133.5,186.34,248.16,164.77,138.76,24.17,203.51,27.71,471.72,103.03,175.98,235.98,386.31,265.04,341.82,27.71,141.35,140.78,27.96,235.73,140.17,217.99,56.61,234.11,227.83,13.36,157.65,45.1,38.91,227.65,44.05,301.76,138.42,331.01,520.1,519.7,150.51,25.08,332.07,2.15,9.1,78.06,101.33,87.86,242.13,241.86,382.03,129.29,327.25,537.33,142.32,341.56,134.41,281.17,15.01,78.83,301.3,227.03,208.81,181.37,331.82,238.94,131.1,69.59,289.83,171.81,184.75,382.53,15.3,335.41,312.33,6.71,235.22,338.11,133.81,53.27,166.28,553.13,271.25,517.47,178.43,176.36,519.21,393.46,181.24,142.25,336.19,239.59,144.85,296.59,247.26,213.13,297.5,15.3,342.07,279.72,342.47,181.0,101.43,238.25,318.76,235.52,333.27,334.73,349.71,13.03,28.4,140.29,47.98,399.4,293.86,236.59,152.81,144.47,365.66,215.51,197.39,252.44,149.6,149.72,343.2,241.88,385.06,384.69,65.71,328.83,121.09,22.72,384.17,236.42,143.51,47.43,304.96,20.87,0.0,40.68,13.36,385.91,149.71,161.97,275.71
