place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Muthurajawela Marsh,Scenic view,15,1,7,23,positive,0.808,"It was naturally scenic but also very informative because of the guides knowledge of local history, flora and wildlife.",726,0.03168044077134986,128,0.25391520998096345,0.008044145770746776,0.006499669782763395
Muthurajawela Marsh,Cleanliness,5,10,0,15,negative,0.861,the better of us so we did not complain.Rubbish is littered along the canal - a great photo of a small crocodile basking has a blue plastic bag next to it.One big negative- the boats need a canopy to offer some protection from the sun,726,0.02066115702479339,117,0.34377153910282454,0.007102717750058359,0.006115439982800247
Muthurajawela Marsh,Crowdedness,0,6,1,7,negative,0.797,A tranquil wildlife oasis offering a welcome respite from busy Negombo,726,0.009641873278236915,122,0.3019244291673241,0.0029111170856353564,0.002320160317251379
Nagadipa Purana Vihara,Temple,52,8,64,124,neutral,0.779,This temple is truly beautiful and definitely a place to visit if you go to Jaffna.,374,0.3315508021390374,76,0.7752121336142496,0.2570222047277191,0.20022029748289316
Nagadipa Purana Vihara,Hindu shrine,14,2,38,54,neutral,0.763,was a good experience travaling in a navy boat and from nagadeepa temple to nagadeepa kovil we took a dimo batta was a facinating ride,374,0.1443850267379679,39,1.4423838277709342,0.20825862753911883,0.15890133281234767
Nagadipa Purana Vihara,Buddha statue,9,1,38,48,neutral,0.761,Nagadeepa Purana Rajamaha vihara is a peaceful and religious place where you can pay homage to lord Buddha and learn about the ancient visit of Lord Buddha to this location.,374,0.12834224598930483,47,1.255797872190522,0.16117191942552156,0.12265183068282191
Nagadipa Purana Vihara,Museum,4,0,7,11,neutral,0.773,"there is a museum in side the temple must see it, boat ride is amazing boats looks bad but there are safe and its only 15 mins ride navy is all over the place so dont worry",374,0.029411764705882353,36,1.5224265354444706,0.04477725104248443,0.03461281505584046
Nagadipa Purana Vihara,Public transport access,5,3,15,23,neutral,0.756,"I went there back in 2010 although I write this review now :)I had the chance to speak with residents during my trip by public bus, boat & during my walk around the island and it was a wonderful experience for me.",374,0.06149732620320856,90,0.6061358035703155,0.03727573123560764,0.028180452814119374
Nagadipa Purana Vihara,Safety,6,8,3,17,negative,0.818,"The long bumpy journey by road and the risky, choppy, suffocating and smelly boat ride are an absolute waste of time.",374,0.045454545454545456,86,0.651598177647073,0.029618098983957862,0.02422760496887753
Nagadipa Purana Vihara,Stupa,4,0,2,6,positive,0.787,"Once arriving at Nainativu, you disembark and walk down the long jetty to arrive at Nagadipa Vihara Stupa on the left, and to the right, the walk along the shoreline road dotted with market stalls selling all kinds of interesting fare including huge chunks of Jaggery, temple braids, jewellery and trinkets.",374,0.016042780748663103,29,1.7386496439141066,0.027892775036055188,0.021951613953375432
Nagadipa Purana Vihara,Sculptures,3,0,4,7,neutral,0.771,The statues are so so and the temple buildings are simple and devoid of anything architecturally interesting.,374,0.01871657754010695,55,1.0986122886681098,0.020562262087371035,0.01585350406936307
Nagadipa Purana Vihara,Service quality,0,5,7,12,neutral,0.768,To reach the temple need to get into a public transport ferry service where the service is really bad.,374,0.03208556149732621,88,0.6286086594223741,0.02016926179964837,0.015489993062129948
Nagadipa Purana Vihara,Weather condition,2,8,0,10,negative,0.756,"Take plenty of water - its hot and you will need to keep hydratedDress Code:Its HOT, so a wide brimmed hat is preferable to a cap.",374,0.026737967914438502,82,0.6992262266363275,0.01869588841273603,0.01413409164002844
Nagadipa Purana Vihara,Crowdedness,0,15,1,16,negative,0.854,"The creaky old boats are packed tight, way beyond safety limits.",374,0.0427807486631016,122,0.3019244291673241,0.012916553119457715,0.011030736364016889
Nagadipa Purana Vihara,Peacefulness,16,0,0,16,positive,0.812,Peaceful and Religious,374,0.0427807486631016,129,0.24613306953890854,0.010529756985621756,0.008550162672324866
Nagadipa Purana Vihara,Cleanliness,8,2,0,10,positive,0.876,The temple itself is extraordinarily colourful and well maintained and loved.,374,0.026737967914438502,117,0.34377153910282454,0.009191752382428463,0.008051975087007333
Nagadipa Purana Vihara,Entrance fee,1,0,5,6,neutral,0.777,When you sit and meditate of course you feel some good vibration.There is no entry fees to this place and if you want you can make donation but not compulsory.,374,0.016042780748663103,87,0.6400373552459969,0.010267978961165727,0.00797821965282577
Nagadipa Purana Vihara,Scenic view,7,1,6,14,positive,0.759,"The best view is the conical staggered roof of the temple from the arrival walkway or from the main land, but the temple itself is ""just another temple""..",374,0.0374331550802139,128,0.25391520998096345,0.009504847432442481,0.007214179201223843
Nalanda Gedige,Temple,48,5,48,101,positive,0.783,Wonderful lonely little temple on the A9 between Dambulla and Kandy.,398,0.2537688442211055,76,0.7752121336142496,0.19672468717346533,0.15403543005682335
Nalanda Gedige,Hindu shrine,14,2,30,46,neutral,0.766,"A small Hindu temple sitting by a Buddhist tomb in a lovely setting, next to a lake and with views of the mountains in the distance.",398,0.11557788944723618,39,1.4423838277709342,0.16670767858659039,0.12769808179732825
Nalanda Gedige,Sculptures,17,0,14,31,positive,0.782,this is called as the 'center point ' of ancient Srilanka..nice ancient building with amazing carvings on the stone walls of the temple.sorounded by the beautiful lake.,398,0.07788944723618091,55,1.0986122886681098,0.08557030389123468,0.06691597764294553
Nalanda Gedige,Ancient ruins,5,0,10,15,neutral,0.763,An archaeological site on your way to Dambulla well worth a visit,398,0.03768844221105527,23,1.9704512579714308,0.07426323836575743,0.05666285087307292
Nalanda Gedige,Strong current,5,0,5,10,positive,0.79,A great example of South Indian style architecture in Sri Lanka The building was moved to its current location to save its loss in the waters of the nearby reservoir,398,0.02512562814070352,21,2.0614230361771577,0.051794548647667284,0.04091769343165715
Nalanda Gedige,Museum,6,0,7,13,neutral,0.771,There is a museum with some more historical details and you can check it out for free :),398,0.032663316582914576,36,1.5224265354444706,0.04972749990145256,0.038339902424019925
Nalanda Gedige,Buddha statue,6,0,8,14,neutral,0.786,"You will find a pig, a lion, a man-woman-horse, a lord buddha statue, a rare lord ganesh's statue and so many other interesting ones.There are 3 historians from archeology department, who are more than happy to share their knowledge about this place and it's history!",398,0.035175879396984924,47,1.255797872190522,0.044173794499164094,0.03472060247634298
Nalanda Gedige,Value for money,40,1,0,41,positive,0.799,Follow the dirt track to the end and the temple is there-- free of charge.,398,0.10301507537688442,112,0.38744660260548613,0.03991284097192194,0.03189035993656563
Nalanda Gedige,Heritage site,5,0,3,8,positive,0.827,Peaceful historical site,398,0.020100502512562814,30,1.7047480922384253,0.03426629331132513,0.02833822456846588
Nalanda Gedige,Parking,8,0,2,10,positive,0.848,"No crowds of tourists or people selling tat, just a car park and the temple.Well worth a quick stop - there's not a whole lot to see so you'll probably only be around 20 minutes, but it's a good place to stretch your legs.",398,0.02512562814070352,54,1.1169614273363062,0.028064357470761463,0.02379857513520572
Nalanda Gedige,Stupa,2,0,5,7,neutral,0.763,"It's free to see and is a small temple consisting of an image house, a stupa and a Bodhi tree.",398,0.017587939698492462,29,1.7386496439141066,0.030579265093966697,0.02333197926669659
Nalanda Gedige,Peacefulness,40,0,0,40,positive,0.813,The tranquil setting and the building's humble dimensions - not to mention the good state of preservation and the mind boggling lack of any entry fee (long may this last!) - combine to make this a very worthwhile stop indeed.,398,0.10050251256281408,129,0.24613306953890854,0.024736991913458146,0.020111174425641472
Nalanda Gedige,Entrance fee,8,0,5,13,positive,0.863,original site which was a few kilometers away which area went under water with the construction of a Reservoir nearby.There is also no entrance fee for this site,398,0.032663316582914576,87,0.6400373552459969,0.020905742759291357,0.01804165600126844
Nalanda Gedige,Accessibility,0,5,0,5,negative,0.84,You have to drive or walk round a bit further on the road to get to it as its not accessible from the actual temple sight.You only need and hour or so to do the temple and the lake....,398,0.01256281407035176,36,1.5224265354444706,0.019125961500558678,0.01606580766046929
Nalanda Gedige,Ticket price,7,0,3,10,positive,0.827,"although quite worn with time...The place is quiet, we were alone for most of the time, and quite unusual for Sri Lanka, there's no ticket to be payed!The lake views around the temple are beautiful, and you might as well walk to the lakeshore to get some photos but beware of the serpents!",398,0.02512562814070352,94,0.5626506916305767,0.014136952051019515,0.011691259346193137
Nalanda Gedige,Forest,2,0,3,5,neutral,0.772,"In the jungle between lakes,this is first temple half Buddhist half Hinduism .Very nice standing,a man help us explaining us the image on the walls.Free entrance ,we leave a small tip to the ""explainer""",398,0.01256281407035176,51,1.1741198411762548,0.014750249261008227,0.011387192429498351
Nalanda Gedige,Crowdedness,5,8,0,13,negative,0.855,Worth the detour and a good spot if you want to stop for nice cool breeze and place to eat your packed breakfast or lunch in the shade with good views and no monkeys!,398,0.032663316582914576,122,0.3019244291673241,0.009861853214008074,0.008431884497976903
Nalanda Gedige,Scenic view,6,1,9,16,neutral,0.791,"..The place is quiet, we were alone for most of the time, and quite unusual for Sri Lanka, there's no ticket to be payed!The lake views around the temple are beautiful, and you might as well walk to the lakeshore to get some photos but beware of the serpents!",398,0.04020100502512563,128,0.25391520998096345,0.01020764663240054,0.008074248486228829
Nallur Kandaswamy Kovil Festival,Hindu shrine,5,0,4,9,positive,0.787,well time managed poojas & typical tamil culture devotees a really pleasant to see such a nice hindu temple in Sri Lanka,22,0.4090909090909091,39,1.4423838277709342,0.5900661113608368,0.4643820296409785
Nallur Kandaswamy Kovil Festival,Temple,7,0,6,13,positive,0.791,The temple itself is impressive.,22,0.5909090909090909,76,0.7752121336142496,0.45807989713569297,0.3623411986343332
Negombo Beach,Beach,294,135,114,543,positive,0.809,Beach is really wide and clean sand.,1808,0.30033185840707965,64,0.9470623905409088,0.2844330077786026,0.2301063032928895
Negombo Beach,Boat service,24,5,33,62,neutral,0.758,Amazing boats up and down.,1808,0.034292035398230086,9,2.908720896564361,0.09974595994855663,0.07560743764100593
Negombo Beach,Waves,24,13,30,67,neutral,0.773,"Beach is beautiful and sandy; however, you cannot swim in the sea as the waves are very powerful and can easily knock you off your feet.",1808,0.03705752212389381,20,2.1102132003465894,0.0781992723579765,0.06044803753271583
Negombo Beach,Sunset view,56,3,33,92,positive,0.843,"In July it is cloudy, so it isn't worth it to get a tan, also a lot of people to sell something so you can not find your rest haha but it is nice to sit and watch the sunset with a glass of wine or beer!",1808,0.05088495575221239,44,1.3217558399823195,0.06725748743272865,0.05669806190579025
Negombo Beach,Cleanliness,107,216,2,325,negative,0.871,Beach is really wide and clean sand.,1808,0.17975663716814158,117,0.34377153910282454,0.061795215823240025,0.05382363298204206
Negombo Beach,Restaurants,44,10,36,90,positive,0.79,Great restaurant',1808,0.049778761061946904,49,1.214125175789954,0.060437647024942406,0.0477457411497045
Negombo Beach,Accommodation,63,18,69,150,neutral,0.787,"At the and of the afternoon we had a drink at the Jetwing resort, which has a briljant atmosphere, almost decadency you could say, 5 star hotel - our children took the chance to try one of the several swimmingpools, as we enjoyed the terrace with view on the beach.",1808,0.08296460176991151,90,0.6061358035703155,0.05028781556169653,0.03957651084705517
Negombo Beach,Souvenir stalls,11,9,29,49,neutral,0.771,Many nomadic dogs and crows search through the litter and general rubbish washed ashore on the rides whilst hawkers by the dozen interrogate you as to where you are from and try relentlessly to sell you something.,1808,0.027101769911504425,49,1.214125175789954,0.0329049411580242,0.02536970963283666
